,Unnamed: 0,contributor,city,climate_zone,building_type,thermal_sensation,country,latitude,longitude,koppen,ta,rh,clothing_insulation,year,vel,mean_radiant_temperature,coolingsys,season,pmv_ce,metabolic_rate,ppd_ce,to,age
129150,132927,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,21.6,31.4,1.43,2012.0,0.12,25.5,mixed mode,winter,-0.29,1.4,5.0,26.0,45.0
129180,132957,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,19.9,27.1,1.81,2012.0,0.09,25.5,mixed mode,winter,-0.29,1.4,5.0,26.0,45.0
129210,132987,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,19.2,39.9,1.26,2012.0,0.02,25.5,mixed mode,winter,-0.29,1.5,5.0,26.0,55.0
129240,133017,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,20.1,35.5,1.81,2012.0,0.03,25.5,mixed mode,winter,-0.29,1.3,5.0,26.0,35.0
129270,133047,Sanyogita Manu,shimla,subtropical highland,office,1.0,india,31.1048145,77.1734033,Cwb,21.6,32.0,1.45,2012.0,0.02,25.5,mixed mode,winter,-0.29,1.1,5.0,26.0,65.0
129300,133077,Sanyogita Manu,shimla,subtropical highland,office,1.0,india,31.1048145,77.1734033,Cwb,23.0,30.0,1.69,2012.0,0.09,25.5,mixed mode,winter,-0.29,1.1,5.0,26.0,35.0
129330,133107,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,19.6,46.8,1.96,2012.0,0.04,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,55.0
129360,133137,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,21.5,35.3,1.55,2012.0,0.1,25.5,naturally ventilated,winter,-0.29,1.7,5.0,26.0,35.0
129390,133167,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,17.4,39.9,1.6,2012.0,0.04,25.5,naturally ventilated,winter,-0.29,1.3,5.0,26.0,55.0
129420,133197,Sanyogita Manu,shimla,subtropical highland,office,-1.0,india,31.1048145,77.1734033,Cwb,19.9,35.5,1.83,2012.0,0.04,25.5,naturally ventilated,winter,-0.29,1.1,5.0,26.0,55.0
129450,133227,Sanyogita Manu,shimla,subtropical highland,office,-1.0,india,31.1048145,77.1734033,Cwb,18.2,26.2,1.2,2012.0,0.04,25.5,naturally ventilated,winter,-0.29,1.2,5.0,26.0,45.0
129480,133257,Sanyogita Manu,shimla,subtropical highland,office,0.0,india,31.1048145,77.1734033,Cwb,15.9,22.4,1.16,2012.0,0.02,25.5,naturally ventilated,winter,-0.29,1.4,5.0,26.0,25.0
129510,133287,Sanyogita Manu,shimla,subtropical highland,office,-1.0,india,31.1048145,77.1734033,Cwb,15.0,26.9,1.95,2012.0,0.04,25.5,naturally ventilated,winter,-0.29,1.1,5.0,26.0,45.0
129540,133317,Sanyogita Manu,shimla,subtropical highland,office,-1.0,india,31.1048145,77.1734033,Cwb,15.8,25.6,1.61,2012.0,0.03,25.5,naturally ventilated,winter,-0.29,1.1,5.0,26.0,45.0
129570,133347,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.8,japan,36.0835255,140.0764454,Cfa,35.0,52.0,0.46,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.8,5.0,26.0,25.0
129600,133377,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.8,japan,36.0835255,140.0764454,Cfa,24.7,55.7,0.55,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
129630,133407,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,1.5,japan,36.0835255,140.0764454,Cfa,27.8,60.0,0.73,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
129660,133437,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.8,japan,36.0835255,140.0764454,Cfa,26.4,74.0,0.19,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.6,5.0,26.0,25.0
129690,133467,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.8,japan,36.0835255,140.0764454,Cfa,29.4,65.0,0.19,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
129720,133497,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,2.3,japan,36.0835255,140.0764454,Cfa,30.0,69.0,0.19,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.6,5.0,26.0,25.0
129750,133527,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,-0.8,japan,36.0835255,140.0764454,Cfa,28.0,62.0,0.46,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.6,5.0,26.0,25.0
129780,133557,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,2.3,japan,36.0835255,140.0764454,Cfa,29.6,75.7,0.48,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.6,5.0,26.0,25.0
129810,133587,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,-0.8,japan,36.0835255,140.0764454,Cfa,26.2,65.0,0.39,2005.0,0.1,25.5,mixed mode,summer,-0.29,0.8,5.0,26.0,25.0
129840,133617,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.0,japan,36.0835255,140.0764454,Cfa,27.5,60.3,0.46,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
129870,133647,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.0,japan,36.0835255,140.0764454,Cfa,24.2,42.3,0.6,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
129900,133677,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,-0.8,japan,36.0835255,140.0764454,Cfa,22.3,57.0,0.94,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
129930,133707,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,1.5,japan,36.0835255,140.0764454,Cfa,26.2,42.0,1.0,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
129960,133737,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,-0.8,japan,36.0835255,140.0764454,Cfa,20.2,75.0,0.76,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
129990,133767,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,1.5,japan,36.0835255,140.0764454,Cfa,23.8,58.3,1.56,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
130020,133797,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.0,japan,36.0835255,140.0764454,Cfa,21.9,50.0,0.7,2005.0,0.1,25.5,mixed mode,summer,-0.29,1.2,5.0,26.0,25.0
130050,133827,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.0,japan,36.0835255,140.0764454,Cfa,23.9,25.0,1.65,2005.0,0.1,25.5,naturally ventilated,winter,-0.29,1.9,5.0,26.0,25.0
130080,133857,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,1.5,japan,36.0835255,140.0764454,Cfa,26.9,27.3,1.05,2005.0,0.1,25.5,naturally ventilated,winter,-0.29,1.2,5.0,26.0,25.0
130110,133887,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,-0.8,japan,36.0835255,140.0764454,Cfa,22.7,22.0,0.96,2005.0,0.1,25.5,naturally ventilated,winter,-0.29,1.2,5.0,26.0,25.0
130140,133917,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.0,japan,36.0835255,140.0764454,Cfa,23.1,17.0,1.39,2005.0,0.1,25.5,naturally ventilated,winter,-0.29,1.6,5.0,26.0,25.0
130170,133947,Kazuyo Tsuzuki,tsukuba,humid subtropical,multifamily housing,0.0,japan,36.0835255,140.0764454,Cfa,25.6,32.7,1.15,2005.0,0.1,25.5,naturally ventilated,winter,-0.29,1.2,5.0,26.0,25.0
130200,133977,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,2.0,slovakia,48.1485965,17.1077477,Cfb,20.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130230,134007,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,0.0,slovakia,48.1485965,17.1077477,Cfb,22.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130260,134037,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,-1.0,slovakia,48.1485965,17.1077477,Cfb,24.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130290,134067,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,2.0,slovakia,48.1485965,17.1077477,Cfb,22.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130320,134097,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,1.0,slovakia,48.1485965,17.1077477,Cfb,22.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130350,134127,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,2.0,slovakia,48.1485965,17.1077477,Cfb,22.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130380,134157,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,2.0,slovakia,48.1485965,17.1077477,Cfb,22.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130410,134187,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,1.0,slovakia,48.1485965,17.1077477,Cfb,20.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130440,134217,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,2.0,slovakia,48.1485965,17.1077477,Cfb,22.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130470,134247,Hana Pustayova,bratislava,temperate oceanic,multifamily housing,3.0,slovakia,48.1485965,17.1077477,Cfb,27.0,60.0,0.68,2011.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
130500,134277,Ramona Romero,colima,tropical wet savanna,multifamily housing,1.0,mexico,19.2452342,-103.7240868,BSh,29.0,70.0,0.68,2006.0,0.3,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130530,134307,Ramona Romero,colima,tropical wet savanna,multifamily housing,1.0,mexico,19.2452342,-103.7240868,BSh,26.6,71.0,0.68,2006.0,0.3,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130560,134337,Ramona Romero,colima,tropical wet savanna,multifamily housing,1.0,mexico,19.2452342,-103.7240868,BSh,32.5,33.0,0.68,2006.0,0.3,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130590,134367,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,26.9,51.0,0.68,2006.0,0.3,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130620,134397,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,26.8,55.0,0.68,2006.0,0.2,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130650,134427,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,24.7,54.0,0.68,2006.0,0.3,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130680,134457,Ramona Romero,colima,tropical wet savanna,multifamily housing,-1.0,mexico,19.2452342,-103.7240868,BSh,27.2,43.0,0.68,2006.0,0.2,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130710,134487,Ramona Romero,colima,tropical wet savanna,multifamily housing,-2.0,mexico,19.2452342,-103.7240868,BSh,29.8,46.0,0.68,2006.0,0.5,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130740,134517,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,27.7,42.0,0.68,2006.0,0.1,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130770,134547,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,27.6,53.0,0.68,2006.0,0.2,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130800,134577,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,27.9,33.0,0.68,2006.0,0.1,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130830,134607,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,27.3,50.0,0.68,2006.0,0.2,25.5,mixed mode,cool/dry,-0.29,1.0,5.0,26.0,25.0
130860,134637,Ramona Romero,colima,tropical wet savanna,multifamily housing,2.0,mexico,19.2452342,-103.7240868,BSh,28.0,68.0,0.68,2006.0,0.2,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
130890,134667,Ramona Romero,colima,tropical wet savanna,multifamily housing,2.0,mexico,19.2452342,-103.7240868,BSh,31.4,33.0,0.68,2006.0,0.2,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
130920,134697,Ramona Romero,colima,tropical wet savanna,multifamily housing,-2.0,mexico,19.2452342,-103.7240868,BSh,25.0,62.0,0.68,2006.0,0.4,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
130950,134727,Ramona Romero,colima,tropical wet savanna,multifamily housing,3.0,mexico,19.2452342,-103.7240868,BSh,29.2,49.0,0.68,2006.0,1.2,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
130980,134757,Ramona Romero,colima,tropical wet savanna,multifamily housing,-1.0,mexico,19.2452342,-103.7240868,BSh,27.6,49.0,0.68,2006.0,0.4,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
131010,134787,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,28.5,48.0,0.68,2006.0,1.5,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
131040,134817,Ramona Romero,colima,tropical wet savanna,multifamily housing,0.0,mexico,19.2452342,-103.7240868,BSh,29.5,45.0,0.68,2006.0,0.6,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
131070,134847,Ramona Romero,colima,tropical wet savanna,multifamily housing,3.0,mexico,19.2452342,-103.7240868,BSh,32.0,37.0,0.68,2006.0,0.3,25.5,mixed mode,hot/wet,-0.29,1.0,5.0,26.0,25.0
131100,134877,Ramona Romero,culiacan,tropical dry savanna,multifamily housing,1.0,mexico,24.8090649,-107.3940117,BSh,26.3,44.0,0.68,2008.0,0.4,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131130,134907,Ramona Romero,culiacan,tropical dry savanna,multifamily housing,0.0,mexico,24.8090649,-107.3940117,BSh,25.2,30.0,0.68,2008.0,0.6,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131160,134937,Ramona Romero,culiacan,tropical dry savanna,multifamily housing,0.0,mexico,24.8090649,-107.3940117,BSh,26.1,51.0,0.68,2008.0,0.4,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131190,134967,Ramona Romero,culiacan,tropical dry savanna,multifamily housing,0.0,mexico,24.8090649,-107.3940117,BSh,29.5,30.0,0.68,2008.0,0.4,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131220,134997,Ramona Romero,culiacan,tropical dry savanna,multifamily housing,0.0,mexico,24.8090649,-107.3940117,BSh,32.2,22.0,0.68,2008.0,0.3,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131250,135027,Ramona Romero,hermosillo,hot desert,multifamily housing,0.0,mexico,29.0729673,-110.9559192,BWh,35.4,42.0,0.68,2006.0,0.3,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131280,135057,Ramona Romero,hermosillo,hot desert,multifamily housing,3.0,mexico,29.0729673,-110.9559192,BWh,38.4,31.0,0.68,2006.0,0.1,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131310,135087,Ramona Romero,hermosillo,hot desert,multifamily housing,0.0,mexico,29.0729673,-110.9559192,BWh,29.2,52.0,0.68,2006.0,0.5,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131340,135117,Ramona Romero,hermosillo,hot desert,multifamily housing,3.0,mexico,29.0729673,-110.9559192,BWh,33.2,43.0,0.68,2006.0,0.2,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131370,135147,Ramona Romero,hermosillo,hot desert,multifamily housing,0.0,mexico,29.0729673,-110.9559192,BWh,30.8,50.0,0.68,2006.0,0.2,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131400,135177,Ramona Romero,hermosillo,hot desert,multifamily housing,0.0,mexico,29.0729673,-110.9559192,BWh,20.3,36.0,0.68,2007.0,0.3,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131430,135207,Ramona Romero,hermosillo,hot desert,multifamily housing,0.0,mexico,29.0729673,-110.9559192,BWh,29.1,26.0,0.68,2007.0,0.1,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131460,135237,Ramona Romero,merida,tropical wet savanna,multifamily housing,3.0,mexico,20.9673702,-89.5925857,Aw,32.9,46.0,0.68,2007.0,0.2,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131490,135267,Ramona Romero,merida,tropical wet savanna,multifamily housing,2.0,mexico,20.9673702,-89.5925857,Aw,32.5,44.0,0.68,2007.0,0.45,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131520,135297,Ramona Romero,merida,tropical wet savanna,multifamily housing,1.0,mexico,20.9673702,-89.5925857,Aw,34.0,39.0,0.68,2007.0,0.4,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131550,135327,Ramona Romero,merida,tropical wet savanna,multifamily housing,1.0,mexico,20.9673702,-89.5925857,Aw,32.1,45.0,0.68,2007.0,0.5,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131580,135357,Ramona Romero,merida,tropical wet savanna,multifamily housing,3.0,mexico,20.9673702,-89.5925857,Aw,31.5,52.0,0.68,2007.0,1.4,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131610,135387,Ramona Romero,merida,tropical wet savanna,multifamily housing,0.0,mexico,20.9673702,-89.5925857,Aw,23.4,39.0,0.68,2008.0,2.3,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131640,135417,Ramona Romero,merida,tropical wet savanna,multifamily housing,2.0,mexico,20.9673702,-89.5925857,Aw,33.3,41.0,0.68,2008.0,0.6,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131670,135447,Ramona Romero,merida,tropical wet savanna,multifamily housing,1.0,mexico,20.9673702,-89.5925857,Aw,33.8,44.0,0.68,2008.0,0.9,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131700,135477,Ramona Romero,merida,tropical wet savanna,multifamily housing,0.0,mexico,20.9673702,-89.5925857,Aw,25.0,36.0,0.68,2008.0,1.1,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131730,135507,Ramona Romero,merida,tropical wet savanna,multifamily housing,-1.0,mexico,20.9673702,-89.5925857,Aw,23.5,41.0,0.68,2008.0,0.35,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131760,135537,Ramona Romero,mexicali,hot desert,multifamily housing,1.0,mexico,32.6245389,-115.4522623,BWh,31.6,26.0,0.68,2006.0,0.5,25.5,mixed mode,summer,-0.29,1.0,5.0,26.0,25.0
131790,135567,Ramona Romero,mexicali,hot desert,multifamily housing,0.0,mexico,32.6245389,-115.4522623,BWh,30.5,19.0,0.68,2006.0,0.5,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131820,135597,Ramona Romero,mexicali,hot desert,multifamily housing,-1.0,mexico,32.6245389,-115.4522623,BWh,18.2,27.0,0.68,2006.0,0.7,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131850,135627,Ramona Romero,mexicali,hot desert,multifamily housing,-2.0,mexico,32.6245389,-115.4522623,BWh,19.4,30.0,0.68,2006.0,1.1,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131880,135657,Ramona Romero,mexicali,hot desert,multifamily housing,-1.0,mexico,32.6245389,-115.4522623,BWh,21.6,46.0,0.68,2006.0,0.6,25.5,mixed mode,winter,-0.29,1.0,5.0,26.0,25.0
131910,135687,Tham Kwok Wai,singapore,tropical rainforest,office,-1.0,singapore,1.352083,103.819836,Af,22.8,62.0,0.68,1996.0,0.16,24.2,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
131940,135719,Tham Kwok Wai,singapore,tropical rainforest,office,1.0,singapore,1.352083,103.819836,Af,22.4,54.0,0.68,1996.0,0.13,23.4,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
131970,135749,Tham Kwok Wai,singapore,tropical rainforest,office,-1.0,singapore,1.352083,103.819836,Af,22.4,54.0,0.68,1996.0,0.13,23.4,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
132000,135779,Tham Kwok Wai,singapore,tropical rainforest,office,-1.0,singapore,1.352083,103.819836,Af,22.4,54.0,0.68,1996.0,0.13,23.4,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
132030,135810,Tham Kwok Wai,singapore,tropical rainforest,office,-1.0,singapore,1.352083,103.819836,Af,23.8,56.6,0.68,1996.0,0.43,24.9,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
132060,135844,Tham Kwok Wai,singapore,tropical rainforest,office,-2.0,singapore,1.352083,103.819836,Af,24.7,58.4,0.68,1996.0,0.12,25.1,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
132090,135876,Tham Kwok Wai,singapore,tropical rainforest,office,0.0,singapore,1.352083,103.819836,Af,23.2,62.4,0.68,1996.0,0.13,24.7,air conditioned,summer,-0.29,1.0,5.0,26.0,25.0
132120,135906,Singh Manoj,imphal,monsoon-influenced humid subtropical,multifamily housing,0.0,india,24.8170111,93.9368439,Cwa,24.5,91.0,0.5,2008.0,0.1,26.5,naturally ventilated,autumn,-0.29,1.0,5.0,25.5,25.0
132150,135936,Singh Manoj,imphal,monsoon-influenced humid subtropical,multifamily housing,1.0,india,24.8170111,93.9368439,Cwa,27.3,46.0,0.3,2008.0,0.1,28.7,naturally ventilated,spring,-0.29,1.0,5.0,28.0,25.0
132180,135966,Singh Manoj,imphal,monsoon-influenced humid subtropical,multifamily housing,-3.0,india,24.8170111,93.9368439,Cwa,13.0,66.0,1.4,2008.0,0.1,11.0,naturally ventilated,winter,-0.29,1.0,5.0,12.0,25.0
132210,135996,Singh Manoj,shilong,humid subtropical,multifamily housing,-1.0,india,25.5787726,91.8932535,Cwb,19.0,60.0,0.7,2008.0,0.1,25.5,naturally ventilated,autumn,-0.29,1.0,5.0,26.0,25.0
132240,136026,Singh Manoj,shilong,humid subtropical,multifamily housing,1.0,india,25.5787726,91.8932535,Cwb,25.1,60.0,0.7,2008.0,0.1,25.5,naturally ventilated,spring,-0.29,1.0,5.0,26.0,25.0
132270,136056,Singh Manoj,shilong,humid subtropical,multifamily housing,2.0,india,25.5787726,91.8932535,Cwb,29.0,60.0,0.3,2008.0,0.1,25.5,naturally ventilated,summer,-0.29,1.0,5.0,26.0,25.0
132300,136086,Singh Manoj,shilong,humid subtropical,multifamily housing,0.0,india,25.5787726,91.8932535,Cwb,20.6,60.0,0.7,2008.0,0.1,25.5,naturally ventilated,winter,-0.29,1.0,5.0,26.0,25.0
132330,136116,Singh Manoj,tezpur,monsoon-influenced humid subtropical,multifamily housing,-1.0,india,26.6528495,92.7925592,Aw,23.6,61.0,0.3,2008.0,0.1,22.4,naturally ventilated,spring,-0.29,1.0,5.0,23.0,25.0
132360,136146,Singh Manoj,tezpur,monsoon-influenced humid subtropical,multifamily housing,1.0,india,26.6528495,92.7925592,Aw,30.1,85.0,0.3,2008.0,0.1,31.9,naturally ventilated,summer,-0.29,1.0,5.0,31.0,25.0
132390,136176,Singh Manoj,tezpur,monsoon-influenced humid subtropical,multifamily housing,-2.0,india,26.6528495,92.7925592,Aw,20.6,67.0,0.9,2008.0,0.1,21.4,naturally ventilated,winter,-0.29,1.0,5.0,21.0,25.0
132420,136206,Singh Manoj,liege,temperate oceanic,multifamily housing,0.0,belgium,50.6329586,5.5697498,Cfb,20.4,58.2,0.86,2013.0,0.0,25.5,naturally ventilated,summer,-0.29,1.0,5.0,26.0,50.0
132450,136236,Singh Manoj,liege,temperate oceanic,multifamily housing,-2.0,belgium,50.6329586,5.5697498,Cfb,13.2,35.8,0.56,2013.0,0.0,25.5,naturally ventilated,summer,-0.29,1.0,5.0,26.0,65.0
132480,136266,Singh Manoj,liege,temperate oceanic,multifamily housing,1.0,belgium,50.6329586,5.5697498,Cfb,22.8,58.4,0.85,2013.0,0.0,25.5,naturally ventilated,summer,-0.29,1.0,5.0,26.0,20.0
132510,136296,Siti Aisyah Damiati,bandung,tropical,office,0.0,indonesia,-6.9174639,107.6191228,Af,26.1,44.0,0.49,2015.0,0.19,27.1,air conditioned,hot/wet,0.06,1.2,5.1,26.6,33.0
132540,136326,Siti Aisyah Damiati,bandung,tropical,office,0.0,indonesia,-6.9174639,107.6191228,Af,25.5,46.0,0.58,2015.0,0.1,26.0,air conditioned,hot/wet,0.3,1.2,6.8,25.8,29.0
132570,136356,Siti Aisyah Damiati,bandung,tropical,office,0.0,indonesia,-6.9174639,107.6191228,Af,25.8,45.0,0.55,2015.0,0.14,26.5,air conditioned,hot/wet,0.2,1.2,5.8,26.1,29.0
132600,136386,Siti Aisyah Damiati,bandung,tropical,office,-1.0,indonesia,-6.9174639,107.6191228,Af,27.7,50.0,0.44,2015.0,0.18,28.9,mixed mode,hot/wet,0.55,1.2,11.4,28.3,24.0
132630,136416,Siti Aisyah Damiati,bandung,tropical,office,-1.0,indonesia,-6.9174639,107.6191228,Af,26.7,49.0,0.77,2015.0,0.2,28.3,mixed mode,hot/wet,0.72,1.2,16.0,27.5,32.0
132660,136446,Siti Aisyah Damiati,bandung,tropical,office,0.0,indonesia,-6.9174639,107.6191228,Af,27.7,48.0,0.48,2015.0,0.21,29.4,mixed mode,hot/wet,0.57,1.2,11.8,28.5,22.0
132690,136476,Siti Aisyah Damiati,bandung,tropical,office,0.0,indonesia,-6.9174639,107.6191228,Af,25.2,62.0,0.71,2015.0,0.24,26.4,mixed mode,hot/wet,0.24,1.2,6.2,25.8,24.0
132720,136506,Siti Aisyah Damiati,bandung,tropical,office,-1.0,indonesia,-6.9174639,107.6191228,Af,23.7,59.0,0.42,2015.0,0.15,25.3,mixed mode,hot/wet,-0.51,1.2,10.5,24.5,34.0
132750,136536,Siti Aisyah Damiati,bandung,tropical,office,3.0,indonesia,-6.9174639,107.6191228,Af,26.5,68.0,0.82,2015.0,0.07,26.6,naturally ventilated,hot/wet,1.04,1.2,27.8,26.6,51.0
