,Unnamed: 0,contributor,city,climate_zone,building_type,thermal_sensation,country,latitude,longitude,koppen,ta,rh,clothing_insulation,year,vel,mean_radiant_temperature,coolingsys,season,pmv_ce,metabolic_rate,ppd_ce,to,age
132780,136566,Siti Aisyah Damiati,bandung,tropical,office,3.0,indonesia,-6.9174639,107.6191228,Af,26.9,63.0,0.64,2015.0,0.09,26.9,naturally ventilated,hot/wet,0.88,1.2,21.5,26.9,51.0
132810,136596,Siti Aisyah Damiati,bandung,tropical,office,-1.0,indonesia,-6.9174639,107.6191228,Af,26.9,62.0,0.78,2015.0,0.08,27.0,naturally ventilated,hot/wet,1.09,1.2,30.0,27.0,25.0
132840,136626,Siti Aisyah Damiati,bandung,tropical,office,-1.0,indonesia,-6.9174639,107.6191228,Af,27.0,60.0,0.66,2015.0,0.07,27.0,naturally ventilated,hot/wet,0.92,1.2,22.8,27.0,31.0
132870,136656,Siti Aisyah Damiati,bandung,tropical,office,0.0,indonesia,-6.9174639,107.6191228,Af,26.3,61.0,0.78,2015.0,0.06,26.3,naturally ventilated,hot/wet,0.89,1.2,21.8,26.3,48.0
132900,136686,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,25.8,55.0,0.55,2015.0,0.15,24.9,air conditioned,summer,0.05,1.2,5.1,25.3,56.0
132930,136716,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,26.1,49.0,0.41,2015.0,0.11,25.3,air conditioned,summer,0.18,2.0,5.7,25.7,31.0
132960,136746,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,26.0,52.0,0.49,2015.0,0.13,25.6,air conditioned,summer,0.1,1.2,5.2,25.8,64.0
132990,136776,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,25.9,55.0,0.53,2015.0,0.08,25.3,air conditioned,summer,0.34,1.2,7.4,25.6,30.0
133020,136806,Siti Aisyah Damiati,setagaya,temperate,office,-2.0,japan,35.6465615,139.6532924,Cfa,25.3,55.0,1.05,2015.0,0.09,25.1,air conditioned,summer,0.85,1.2,20.1,25.2,28.0
133050,136836,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,29.9,65.0,0.12,2015.0,0.14,22.1,air conditioned,summer,-0.41,1.2,8.6,26.0,40.0
133080,136866,Siti Aisyah Damiati,setagaya,temperate,office,-1.0,japan,35.6465615,139.6532924,Cfa,26.1,65.0,0.57,2015.0,0.08,25.5,air conditioned,summer,0.25,1.0,6.3,25.8,26.0
133110,136896,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,26.6,65.0,0.57,2015.0,0.17,26.8,air conditioned,summer,0.47,1.2,9.6,26.7,60.0
133140,136926,Siti Aisyah Damiati,setagaya,temperate,office,0.0,japan,35.6465615,139.6532924,Cfa,26.9,65.0,0.55,2015.0,0.39,25.9,naturally ventilated,summer,0.02,1.2,5.0,26.4,51.0
133170,136956,Siti Aisyah Damiati,yokohama,temperate,office,0.0,japan,35.4436739,139.6379639,Cfa,26.5,64.0,0.41,2015.0,0.19,25.5,air conditioned,summer,-0.06,1.2,5.1,26.0,47.0
133200,136986,Siti Aisyah Damiati,yokohama,temperate,office,1.0,japan,35.4436739,139.6379639,Cfa,24.9,54.0,0.59,2015.0,0.09,24.5,air conditioned,summer,0.55,3.0,11.3,24.7,28.0
133230,137016,Siti Aisyah Damiati,yokohama,temperate,office,0.0,japan,35.4436739,139.6379639,Cfa,25.1,70.0,0.49,2015.0,0.1,24.7,air conditioned,summer,0.27,2.0,6.5,24.9,27.0
133260,137046,Siti Aisyah Damiati,yokohama,temperate,office,0.0,japan,35.4436739,139.6379639,Cfa,26.7,50.0,0.54,2015.0,0.13,25.8,air conditioned,summer,0.31,1.2,7.1,26.3,25.0
133290,137076,Siti Aisyah Damiati,yokohama,temperate,office,0.0,japan,35.4436739,139.6379639,Cfa,26.8,55.0,0.55,2015.0,0.2,26.6,air conditioned,summer,0.29,1.2,6.7,26.7,29.0
133320,137106,Siti Aisyah Damiati,yokohama,temperate,office,0.0,japan,35.4436739,139.6379639,Cfa,24.6,49.0,0.53,2015.0,0.11,24.6,air conditioned,summer,-0.13,1.2,5.3,24.6,48.0
133350,137136,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,25.1,41.0,0.7,2015.0,0.23,34.3,air conditioned,hot/wet,0.83,1.2,19.6,29.7,25.0
133380,137166,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,30.0,48.0,0.62,2015.0,0.22,30.8,air conditioned,hot/wet,1.29,1.2,39.5,30.4,26.0
133410,137196,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,26.3,63.0,0.42,2015.0,0.17,27.2,air conditioned,hot/wet,0.19,1.2,5.7,26.7,27.0
133440,137226,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,23.4,49.0,0.5,2015.0,0.08,24.5,air conditioned,hot/wet,-0.26,1.2,6.4,24.0,24.0
133470,137256,Siti Aisyah Damiati,kuala lumpur,tropical,office,0.0,malaysia,3.139003,101.686855,Af,24.4,51.0,0.44,2015.0,0.08,25.6,air conditioned,hot/wet,-0.04,1.2,5.0,25.0,28.0
133500,137286,Siti Aisyah Damiati,kuala lumpur,tropical,office,2.0,malaysia,3.139003,101.686855,Af,25.5,45.0,0.45,2015.0,0.23,25.8,air conditioned,hot/wet,-0.36,1.2,7.6,25.6,28.0
133530,137316,Siti Aisyah Damiati,kuala lumpur,tropical,office,0.0,malaysia,3.139003,101.686855,Af,24.2,56.0,0.67,2015.0,0.16,24.4,air conditioned,hot/wet,-0.06,1.2,5.1,24.3,24.0
133560,137346,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,23.8,51.0,0.77,2015.0,0.07,24.6,air conditioned,hot/wet,0.23,1.2,6.1,24.2,27.0
133590,137376,Siti Aisyah Damiati,kuala lumpur,tropical,office,3.0,malaysia,3.139003,101.686855,Af,24.6,55.0,0.42,2015.0,0.14,25.7,air conditioned,hot/wet,-0.27,1.2,6.5,25.1,33.0
133620,137406,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,24.0,58.0,0.7,2015.0,0.14,25.1,air conditioned,hot/wet,0.1,1.2,5.2,24.6,25.0
133650,137436,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,24.1,64.0,0.69,2015.0,0.08,24.5,air conditioned,hot/wet,0.29,1.2,6.7,24.3,27.0
133680,137466,Siti Aisyah Damiati,kuala lumpur,tropical,office,0.0,malaysia,3.139003,101.686855,Af,23.3,58.0,0.78,2015.0,0.14,24.2,air conditioned,hot/wet,0.03,1.2,5.0,23.7,24.0
133710,137496,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,24.5,59.0,0.6,2015.0,0.09,24.8,air conditioned,hot/wet,0.16,1.2,5.5,24.7,27.0
133740,137526,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,21.1,62.0,0.63,2015.0,0.26,22.5,air conditioned,hot/wet,-1.05,1.2,28.1,21.8,34.0
133770,137556,Siti Aisyah Damiati,kuala lumpur,tropical,office,0.0,malaysia,3.139003,101.686855,Af,21.3,55.0,0.5,2015.0,0.22,22.6,air conditioned,hot/wet,-1.34,1.2,42.4,22.0,25.0
133800,137586,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,19.7,60.0,0.69,2015.0,0.18,20.7,air conditioned,hot/wet,-1.16,1.2,33.3,20.2,30.0
133830,137616,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,22.6,53.0,1.14,2015.0,0.18,23.6,air conditioned,hot/wet,0.25,1.2,6.3,23.1,25.0
133860,137646,Siti Aisyah Damiati,kuala lumpur,tropical,office,0.0,malaysia,3.139003,101.686855,Af,22.5,56.0,1.14,2015.0,0.17,23.3,air conditioned,hot/wet,0.25,1.2,6.3,22.9,25.0
133890,137676,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,21.6,57.0,0.69,2015.0,0.14,22.7,air conditioned,hot/wet,-0.54,1.2,11.1,22.2,30.0
133920,137706,Siti Aisyah Damiati,kuala lumpur,tropical,office,0.0,malaysia,3.139003,101.686855,Af,22.6,57.0,0.26,2015.0,0.19,23.4,air conditioned,hot/wet,-1.7,1.2,61.8,23.0,36.0
133950,137736,Siti Aisyah Damiati,kuala lumpur,tropical,office,-1.0,malaysia,3.139003,101.686855,Af,24.1,46.0,0.39,2015.0,0.2,25.0,air conditioned,hot/wet,-0.78,1.2,17.8,24.6,28.0
133980,137766,Siti Aisyah Damiati,kuala lumpur,tropical,office,1.0,malaysia,3.139003,101.686855,Af,28.7,70.0,0.54,2015.0,0.26,29.1,naturally ventilated,hot/wet,0.91,1.2,22.7,28.9,30.0
134010,137796,Siti Aisyah Damiati,shah alam,tropical,office,0.0,malaysia,3.073281,101.518461,Af,23.7,60.0,0.95,2015.0,0.21,24.2,air conditioned,cool/dry,0.2,1.2,5.9,24.0,27.0
134040,137826,Siti Aisyah Damiati,shah alam,tropical,office,-2.0,malaysia,3.073281,101.518461,Af,24.2,57.0,0.43,2015.0,0.24,25.2,air conditioned,cool/dry,-0.66,1.2,14.2,24.7,29.0
134070,137856,Siti Aisyah Damiati,shah alam,tropical,office,0.0,malaysia,3.073281,101.518461,Af,24.5,60.0,0.47,2015.0,0.21,25.3,air conditioned,cool/dry,-0.4,1.2,8.3,24.9,27.0
134100,137886,Siti Aisyah Damiati,shah alam,tropical,office,0.0,malaysia,3.073281,101.518461,Af,23.6,61.0,0.48,2015.0,0.29,24.7,air conditioned,hot/wet,-0.79,1.2,18.0,24.1,28.0
134130,137916,Siti Aisyah Damiati,shah alam,tropical,office,0.0,malaysia,3.073281,101.518461,Af,22.6,56.0,0.42,2015.0,0.24,24.0,air conditioned,hot/wet,-1.19,1.2,34.7,23.3,39.0
134160,137946,Siti Aisyah Damiati,shah alam,tropical,office,-2.0,malaysia,3.073281,101.518461,Af,25.0,61.0,0.55,2015.0,0.34,25.1,air conditioned,hot/wet,-0.38,1.2,8.0,25.0,29.0
134190,137976,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.4,65.0,0.68,2015.0,0.33,24.5,air conditioned,hot/wet,-0.29,1.2,5.0,24.5,29.0
134220,138006,Siti Aisyah Damiati,shah alam,tropical,office,0.0,malaysia,3.073281,101.518461,Af,25.1,64.0,0.65,2015.0,0.32,25.4,air conditioned,hot/wet,-0.08,1.2,5.1,25.3,28.0
134250,138036,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.8,61.0,0.88,2015.0,0.34,25.1,air conditioned,hot/wet,0.18,1.2,5.6,24.9,33.0
134280,138066,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.2,66.0,0.89,2015.0,0.33,25.1,air conditioned,hot/wet,0.15,1.2,5.4,24.6,59.0
134310,138096,Siti Aisyah Damiati,shah alam,tropical,office,-2.0,malaysia,3.073281,101.518461,Af,24.7,63.0,0.47,2015.0,0.32,24.7,air conditioned,hot/wet,-0.61,1.2,12.8,24.7,28.0
134340,138127,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.5,65.0,0.89,2015.0,0.31,24.6,air conditioned,hot/wet,0.17,1.2,5.6,24.5,34.0
134370,138157,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.4,64.0,0.57,2015.0,0.3,24.5,air conditioned,hot/wet,-0.42,1.2,8.7,24.5,37.0
134400,138187,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.2,66.0,0.84,2015.0,0.35,24.1,air conditioned,hot/wet,-0.03,1.2,5.0,24.1,33.0
134430,138217,Siti Aisyah Damiati,shah alam,tropical,office,-2.0,malaysia,3.073281,101.518461,Af,24.4,59.0,0.7,2015.0,0.35,24.5,air conditioned,hot/wet,-0.26,1.2,6.4,24.5,34.0
134460,138247,Siti Aisyah Damiati,shah alam,tropical,office,-1.0,malaysia,3.073281,101.518461,Af,24.3,63.0,0.75,2015.0,0.35,24.4,air conditioned,hot/wet,-0.17,1.2,5.6,24.4,30.0
134490,138277,Siti Aisyah Damiati,singapore,tropical,office,0.0,singapore,1.352083,103.819836,Af,24.5,72.0,0.51,2015.0,0.03,24.7,air conditioned,cool/dry,0.17,1.2,5.6,24.6,35.0
134520,138349,John Stoops,lyon,temperate oceanic,classroom,1.0,france,45.764043,4.835659,Cfb,24.2,55.5,0.77,1998.0,0.1,27.1,naturally ventilated,summer,0.5,1.4,10.2,26.0,25.0
134550,138379,John Stoops,lyon,temperate oceanic,classroom,2.0,france,45.764043,4.835659,Cfb,26.0,30.5,0.97,1998.0,0.1,27.0,naturally ventilated,summer,0.76,1.1,17.1,26.0,25.0
134580,138409,John Stoops,lyon,temperate oceanic,classroom,2.0,france,45.764043,4.835659,Cfb,27.3,51.0,0.58,1998.0,0.11,28.5,naturally ventilated,summer,0.81,1.3,18.7,26.0,25.0
134610,138439,John Stoops,lyon,temperate oceanic,office,0.0,france,45.764043,4.835659,Cfb,22.1,57.8,0.51,1999.0,0.06,24.0,mixed mode,summer,-0.3,1.6,6.9,26.0,25.0
134640,138469,John Stoops,lyon,temperate oceanic,office,-1.0,france,45.764043,4.835659,Cfb,20.7,61.7,0.51,1999.0,0.0,22.6,mixed mode,summer,-0.42,1.5,8.7,26.0,25.0
134670,138499,John Stoops,lyon,temperate oceanic,office,1.0,france,45.764043,4.835659,Cfb,26.6,49.3,0.58,1999.0,0.07,27.5,naturally ventilated,summer,0.68,1.5,14.6,26.0,25.0
134700,138529,John Stoops,lyon,temperate oceanic,classroom,0.0,france,45.764043,4.835659,Cfb,23.5,19.5,0.75,1998.0,0.1,24.5,naturally ventilated,winter,0.01,1.6,5.0,26.0,25.0
134730,138559,John Stoops,lyon,temperate oceanic,classroom,1.0,france,45.764043,4.835659,Cfb,23.0,25.9,0.88,1998.0,0.0,23.7,naturally ventilated,winter,0.33,1.5,7.3,26.0,25.0
134760,138589,John Stoops,lyon,temperate oceanic,classroom,1.0,france,45.764043,4.835659,Cfb,24.9,26.5,1.14,1998.0,0.04,25.8,naturally ventilated,winter,0.79,1.2,18.1,26.0,25.0
134790,138619,John Stoops,lyon,temperate oceanic,classroom,2.0,france,45.764043,4.835659,Cfb,26.6,42.2,0.85,1998.0,0.09,27.8,naturally ventilated,winter,0.91,1.3,22.6,26.0,25.0
134820,138649,John Stoops,lyon,temperate oceanic,office,1.0,france,45.764043,4.835659,Cfb,21.2,34.8,0.93,1998.0,0.0,22.8,mixed mode,winter,-0.08,1.2,5.1,26.0,25.0
134850,138679,John Stoops,lyon,temperate oceanic,office,0.0,france,45.764043,4.835659,Cfb,22.2,20.9,1.0,1998.0,0.04,23.1,mixed mode,winter,-0.11,1.1,5.2,26.0,25.0
134880,138709,John Stoops,lyon,temperate oceanic,office,1.0,france,45.764043,4.835659,Cfb,23.1,29.6,0.81,1998.0,0.1,23.1,naturally ventilated,winter,-0.29,1.2,5.0,26.0,25.0
134910,138739,John Stoops,lyon,temperate oceanic,office,0.0,france,45.764043,4.835659,Cfb,23.1,24.0,0.93,1998.0,0.04,24.0,naturally ventilated,winter,0.27,1.5,6.6,26.0,25.0
134940,138769,John Stoops,lyon,temperate oceanic,others,1.0,france,45.764043,4.835659,Cfb,19.9,54.8,1.21,1998.0,0.0,20.2,mixed mode,winter,0.25,1.7,6.3,26.0,25.0
134970,138799,John Stoops,lyon,temperate oceanic,others,0.0,france,45.764043,4.835659,Cfb,20.3,39.8,0.94,1998.0,0.02,22.2,mixed mode,winter,-0.18,1.3,5.7,26.0,25.0
135000,138829,John Stoops,athens,hot-summer mediterranean,classroom,0.0,greece,37.9838096,23.7275388,Csa,23.6,41.9,0.98,1998.0,0.1,24.4,air conditioned,summer,0.1,1.0,5.2,26.0,25.0
135030,138859,John Stoops,athens,hot-summer mediterranean,classroom,2.0,greece,37.9838096,23.7275388,Csa,25.8,28.0,0.61,1998.0,0.0,27.2,air conditioned,summer,0.57,1.2,11.8,26.0,25.0
135060,138889,John Stoops,athens,hot-summer mediterranean,classroom,1.0,greece,37.9838096,23.7275388,Csa,24.8,46.9,0.75,1998.0,0.0,25.8,naturally ventilated,summer,0.57,1.2,11.7,26.0,25.0
135090,138919,John Stoops,athens,hot-summer mediterranean,others,1.0,greece,37.9838096,23.7275388,Csa,27.6,42.1,0.6,1998.0,0.6,29.2,air conditioned,summer,0.14,1.2,5.4,26.0,25.0
135120,138949,John Stoops,athens,hot-summer mediterranean,others,0.0,greece,37.9838096,23.7275388,Csa,23.0,52.0,0.73,1998.0,0.1,23.5,mixed mode,summer,-0.08,1.2,5.1,26.0,25.0
135150,138979,John Stoops,athens,hot-summer mediterranean,others,-1.0,greece,37.9838096,23.7275388,Csa,27.1,31.5,0.44,1998.0,0.1,28.2,mixed mode,summer,0.52,1.2,10.7,26.0,25.0
135180,139009,John Stoops,athens,hot-summer mediterranean,others,1.0,greece,37.9838096,23.7275388,Csa,19.5,53.5,0.88,1998.0,0.0,20.8,naturally ventilated,summer,-1.08,1.0,29.7,26.0,25.0
135210,139039,John Stoops,athens,hot-summer mediterranean,classroom,-1.0,greece,37.9838096,23.7275388,Csa,24.5,34.1,0.86,1999.0,0.0,25.9,air conditioned,winter,0.58,1.2,12.1,26.0,25.0
135240,139069,John Stoops,athens,hot-summer mediterranean,classroom,-3.0,greece,37.9838096,23.7275388,Csa,26.3,63.3,1.17,1999.0,0.1,27.9,naturally ventilated,winter,1.36,1.2,43.5,26.0,25.0
135270,139099,John Stoops,athens,hot-summer mediterranean,others,-1.0,greece,37.9838096,23.7275388,Csa,23.6,42.3,0.9,1999.0,0.1,25.2,mixed mode,winter,0.36,1.2,7.7,26.0,25.0
135300,139129,John Stoops,lisbon,hot-summer mediterranean,others,0.0,portugal,38.7222524,-9.1393366,Csa,20.9,55.5,0.74,1998.0,0.1,22.1,naturally ventilated,summer,-0.51,1.3,10.5,26.0,25.0
135330,139159,John Stoops,lisbon,hot-summer mediterranean,others,0.0,portugal,38.7222524,-9.1393366,Csa,20.3,64.4,0.93,1998.0,0.04,21.0,naturally ventilated,summer,0.33,2.7,7.2,26.0,25.0
135360,139189,John Stoops,lisbon,hot-summer mediterranean,others,0.0,portugal,38.7222524,-9.1393366,Csa,23.9,55.9,0.61,1998.0,0.05,25.4,naturally ventilated,summer,0.27,1.3,6.5,26.0,25.0
135390,139219,John Stoops,lisbon,hot-summer mediterranean,others,0.0,portugal,38.7222524,-9.1393366,Csa,25.4,58.5,0.54,1998.0,0.23,26.5,naturally ventilated,summer,0.38,2.5,8.0,26.0,25.0
135420,139249,John Stoops,lisbon,hot-summer mediterranean,others,1.0,portugal,38.7222524,-9.1393366,Csa,21.7,50.5,1.09,1998.0,0.09,22.2,naturally ventilated,winter,0.53,2.5,10.9,26.0,25.0
135450,139279,John Stoops,lisbon,hot-summer mediterranean,others,1.0,portugal,38.7222524,-9.1393366,Csa,21.7,55.4,1.03,1998.0,0.1,23.9,naturally ventilated,winter,0.24,1.2,6.2,26.0,25.0
135480,139309,John Stoops,lisbon,hot-summer mediterranean,others,1.0,portugal,38.7222524,-9.1393366,Csa,20.6,54.2,0.97,1998.0,0.07,23.3,naturally ventilated,winter,0.03,1.4,5.0,26.0,25.0
135510,139339,John Stoops,lisbon,hot-summer mediterranean,others,0.0,portugal,38.7222524,-9.1393366,Csa,22.2,52.2,0.78,1998.0,0.05,23.0,naturally ventilated,winter,0.16,2.0,5.6,26.0,25.0
135540,139369,John Stoops,porto,warm-summer mediterranean,office,1.0,portugal,41.1579438,-8.6291053,Csb,24.8,60.5,0.67,1998.0,0.1,27.0,naturally ventilated,summer,0.56,1.2,11.5,26.0,25.0
135570,139399,John Stoops,porto,warm-summer mediterranean,office,0.0,portugal,41.1579438,-8.6291053,Csb,24.2,61.7,0.95,1998.0,0.1,29.4,naturally ventilated,summer,0.9,1.5,22.3,26.0,25.0
135600,139429,John Stoops,porto,warm-summer mediterranean,office,0.0,portugal,41.1579438,-8.6291053,Csb,23.3,59.6,1.08,1998.0,0.04,25.0,naturally ventilated,summer,0.66,1.3,14.2,26.0,25.0
135630,139459,John Stoops,porto,warm-summer mediterranean,office,1.0,portugal,41.1579438,-8.6291053,Csb,25.2,53.0,0.43,1998.0,0.03,26.0,naturally ventilated,summer,0.32,2.2,7.2,26.0,25.0
135660,139489,John Stoops,porto,warm-summer mediterranean,office,2.0,portugal,41.1579438,-8.6291053,Csb,27.6,47.3,0.45,1998.0,0.05,29.4,naturally ventilated,summer,0.89,1.6,21.7,26.0,25.0
135690,139519,John Stoops,porto,warm-summer mediterranean,others,2.0,portugal,41.1579438,-8.6291053,Csb,27.6,52.6,0.66,1998.0,0.0,27.8,mixed mode,summer,1.07,2.0,29.1,26.0,25.0
135720,139549,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.4,56.0,0.73,1998.0,0.21,25.4,mixed mode,summer,0.06,1.2,5.1,26.0,25.0
135750,139579,John Stoops,porto,warm-summer mediterranean,others,-1.0,portugal,41.1579438,-8.6291053,Csb,23.6,72.4,0.67,1998.0,0.11,24.8,mixed mode,summer,0.15,1.2,5.5,26.0,25.0
135780,139609,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.7,38.6,0.68,1998.0,0.2,26.7,mixed mode,summer,0.06,1.2,5.1,26.0,25.0
135810,139639,John Stoops,porto,warm-summer mediterranean,others,1.0,portugal,41.1579438,-8.6291053,Csb,25.7,48.8,0.66,1998.0,0.06,25.1,mixed mode,summer,0.46,1.6,9.4,26.0,25.0
135840,139669,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,23.0,52.7,0.71,1998.0,0.16,28.0,mixed mode,summer,0.17,1.2,5.6,26.0,25.0
135870,139699,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.2,55.8,0.74,1998.0,0.12,30.9,mixed mode,summer,0.9,1.2,22.0,26.0,25.0
135900,139729,John Stoops,porto,warm-summer mediterranean,others,1.0,portugal,41.1579438,-8.6291053,Csb,23.7,47.2,1.01,1998.0,0.04,25.0,mixed mode,summer,0.57,1.3,11.8,26.0,25.0
135930,139759,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,25.2,48.5,0.89,1998.0,0.12,26.9,mixed mode,summer,0.65,1.6,14.0,26.0,25.0
135960,139789,John Stoops,porto,warm-summer mediterranean,others,1.0,portugal,41.1579438,-8.6291053,Csb,26.7,49.7,0.62,1998.0,0.03,27.7,mixed mode,summer,0.86,1.6,20.6,26.0,25.0
135990,139819,John Stoops,porto,warm-summer mediterranean,others,2.0,portugal,41.1579438,-8.6291053,Csb,26.5,34.9,0.58,1998.0,0.03,27.5,mixed mode,summer,0.7,1.2,15.3,26.0,25.0
136020,139849,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,23.9,43.5,0.58,1998.0,0.06,27.9,mixed mode,summer,0.34,1.2,7.4,26.0,25.0
136050,139879,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.7,48.7,0.62,1998.0,0.06,26.9,mixed mode,summer,0.48,1.3,9.9,26.0,25.0
136080,139909,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,23.0,40.3,0.77,1998.0,0.12,26.4,mixed mode,summer,0.11,1.3,5.2,26.0,25.0
136110,139939,John Stoops,porto,warm-summer mediterranean,others,1.0,portugal,41.1579438,-8.6291053,Csb,25.4,44.2,0.59,1998.0,0.05,26.8,mixed mode,summer,0.47,1.2,9.7,26.0,25.0
136140,139969,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.1,59.6,0.66,1998.0,0.04,25.4,mixed mode,summer,0.34,1.2,7.4,26.0,25.0
136170,139999,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.1,51.2,0.54,1998.0,0.01,25.2,mixed mode,summer,0.28,1.7,6.7,26.0,25.0
136200,140029,John Stoops,porto,warm-summer mediterranean,office,0.0,portugal,41.1579438,-8.6291053,Csb,22.6,63.1,0.78,1998.0,0.07,28.8,naturally ventilated,winter,0.63,1.2,13.4,26.0,25.0
136230,140059,John Stoops,porto,warm-summer mediterranean,office,1.0,portugal,41.1579438,-8.6291053,Csb,20.7,56.1,0.95,1998.0,0.02,25.4,naturally ventilated,winter,0.35,1.7,7.6,26.0,25.0
136260,140089,John Stoops,porto,warm-summer mediterranean,office,0.0,portugal,41.1579438,-8.6291053,Csb,21.0,62.1,1.03,1998.0,0.08,26.7,naturally ventilated,winter,0.54,1.2,11.2,26.0,25.0
136290,140119,John Stoops,porto,warm-summer mediterranean,office,0.0,portugal,41.1579438,-8.6291053,Csb,19.6,63.3,1.14,1998.0,0.06,21.1,naturally ventilated,winter,-0.06,1.2,5.1,26.0,25.0
136320,140149,John Stoops,porto,warm-summer mediterranean,office,0.0,portugal,41.1579438,-8.6291053,Csb,21.0,37.1,0.98,1998.0,0.04,22.1,naturally ventilated,winter,-0.11,1.2,5.2,26.0,25.0
136350,140179,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,21.7,60.1,1.04,1998.0,0.07,24.9,mixed mode,winter,0.12,1.0,5.3,26.0,25.0
136380,140209,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,21.5,49.4,0.62,1998.0,0.08,24.0,mixed mode,winter,-0.3,1.6,6.8,26.0,25.0
136410,140239,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,22.6,35.7,0.94,1998.0,0.09,28.4,mixed mode,winter,0.48,1.6,9.9,26.0,25.0
136440,140269,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,24.8,34.5,0.74,1998.0,0.05,31.0,mixed mode,winter,1.04,1.2,27.8,26.0,25.0
136470,140299,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,19.4,38.8,1.23,1998.0,0.13,19.5,mixed mode,winter,-0.08,1.7,5.1,26.0,25.0
136500,140329,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,22.3,33.7,1.02,1998.0,0.16,24.6,mixed mode,winter,0.2,1.7,5.8,26.0,25.0
136530,140359,John Stoops,porto,warm-summer mediterranean,others,0.0,portugal,41.1579438,-8.6291053,Csb,17.9,55.3,0.96,1998.0,0.1,19.7,mixed mode,winter,-0.33,2.0,7.2,26.0,25.0
